Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Andre Drummond,C,27,LAL,25,722,20.9,0.5,0.021,0.339,15,37.5,25.9,15.8,2.7,3.6,15.6,30.8,-0.6,1.3,0.7,0.047,-0.5,0.2,-0.3,0.3
Kevin Durant,PF,32,BKN,19,679,25.1,0.652,0.315,0.404,1.2,20.6,11.5,23.5,1,3.3,13.7,31.2,2,0.6,2.6,0.182,5.4,0,5.4,1.2
Anthony Edwards,SG,19,MIN,29,817,10.5,0.479,0.403,0.163,2.3,12.4,7,13.1,1.2,1,9.4,25.1,-0.8,0.4,-0.4,-0.022,-2.5,-2.6,-5.1,-0.6
Carsen Edwards,SG,22,BOS,13,134,12.2,0.551,0.545,0.164,1.6,9.4,5.4,5.6,1.5,0.7,3.3,19.5,0.2,0.1,0.3,0.096,-2.8,-1.6,-4.3,-0.1
CJ Elleby,SF,20,POR,12,96,12.2,0.592,0.621,0.31,4.2,9.3,6.7,4.4,1.5,2.9,8.3,16,0.1,0,0.2,0.089,-2.4,-0.5,-3,0
Wayne Ellington,SG,33,DET,21,481,12.8,0.633,0.769,0.095,1.6,8.3,4.8,8,0.8,0.8,7.4,17.1,0.7,0.2,0.9,0.092,1.9,-1.9,0,0.2
Joel Embiid,C,26,PHI,23,748,30.8,0.661,0.169,0.649,6.7,28.9,18.2,16.6,1.9,3.3,13.3,33.6,2.9,1.3,4.3,0.273,6.4,1.5,7.9,1.9
James Ennis,SF,30,ORL,20,438,12.7,0.622,0.369,0.301,5.2,12.8,8.9,8.9,2.1,1.2,14.6,13.3,0.5,0.5,1,0.11,-2.3,0.7,-1.6,0
Drew Eubanks,C,23,SA,11,139,12.4,0.5,0,0.432,5.1,23,13.8,3.8,0.3,9.2,10.2,15.1,0,0.2,0.2,0.079,-3.9,1.1,-2.8,0
Dante Exum,SG,25,HOU,6,116,6.1,0.428,0.423,0.077,1.8,14.8,8.1,15.5,1.7,1.6,20.7,12.5,-0.1,0.1,-0.1,-0.023,-4.8,1.7,-3.1,0
Tacko Fall,C,25,BOS,6,49,22.5,0.612,0,0.667,17.8,30.3,23.9,0,0,15.1,6.1,14.4,0.1,0.1,0.2,0.219,-0.1,1.6,1.4,0
Derrick Favors,C,29,UTAH,27,444,20.6,0.675,0.01,0.438,14,21.4,17.9,8,1.6,5.2,11.3,13.6,1.4,0.9,2.4,0.257,0.4,2.2,2.6,0.5
Cristiano Felicio,C,28,CHI,6,38,18.1,0.731,0,2,17.9,17.2,17.5,16.5,2.5,0,28.5,11.8,0.1,0,0.2,0.195,1.8,1.8,3.6,0.1
Bruno Fernando,C,22,ATL,15,132,7.4,0.472,0.091,0.682,9.9,32.3,21.2,9.1,0.7,1.3,29.6,13.1,-0.1,0.2,0,0.007,-4.7,-0.3,-5,-0.1
Yogi Ferrell,PG,27,LAC,2,40,12.7,0.434,0.429,0.095,8,11.5,9.7,20.5,3.7,2.3,12.1,26.7,-0.1,0,0,-0.028,-1.9,0.4,-1.5,0
Dorian Finney-Smith,PF,27,DAL,19,583,11,0.595,0.693,0.086,5.2,11.9,8.6,5.4,1.6,1.3,7.6,11.8,0.7,0.3,1,0.085,-0.3,-0.6,-0.9,0.2
Malachi Flynn,PG,22,TOR,13,106,4.5,0.356,0.59,0.103,1,8.6,4.7,20.5,1.8,0,8.9,18,-0.2,0.1,-0.1,-0.051,-6.7,-1.5,-8.1,-0.2
Bryn Forbes,SG,27,MIL,28,514,11.8,0.629,0.599,0.099,1.1,5.4,3.3,3.4,0.6,0,8.3,18.7,0.6,0.2,0.8,0.076,0,-2.7,-2.7,-0.1
Trent Forrest,PG,22,UTAH,4,13,9.2,0.347,1,1,0,7.8,4.1,9,7.5,0,0,9.5,0,0,0,0.128,-8.5,7.1,-1.3,0
Evan Fournier,SF,28,BOS,15,430,17.5,0.593,0.482,0.389,0.9,8.5,4.6,20.7,1.7,1.3,12.1,25.5,0.7,0.4,1,0.116,1.4,-1,0.5,0.3
DeAaron Fox,PG,23,SAC,26,860,19.9,0.564,0.304,0.372,2.3,8.7,5.5,33,1.8,1.3,13.1,30.6,1.4,0.1,1.5,0.081,2.8,-1.6,1.2,0.7
Tim Frazier,PG,30,MEM,3,33,0.3,0.25,0.25,0,0,13.7,6.7,25.8,1.5,0,27.3,14.2,-0.1,0,-0.1,-0.12,-10.9,-2.6,-13.6,-0.1
Wenyen Gabriel,PF,23,NO,3,10,-1.4,0,0.333,0,11.1,33.3,22.2,11.4,0,0,0,12.8,0,0,0,-0.178,-7.1,-5.6,-12.7,0
Daniel Gafford,PF,22,WSH,23,330,17.6,0.689,0,0.507,11.3,14.2,12.8,6.7,1.6,7.8,16.8,13.8,0.7,0.5,1.2,0.172,-1.4,1.6,0.2,0.2
Danilo Gallinari,PF,32,ATL,16,315,12.5,0.594,0.57,0.43,1,14.6,7.9,8.6,0.5,0.5,11.7,22,0.4,0.2,0.5,0.083,-0.4,-2.2,-2.6,-0.1
Langston Galloway,SG,29,PHX,22,245,13.2,0.65,0.575,0.219,1.9,8.9,5.4,8.6,0.8,0,8,15.9,0.5,0.2,0.7,0.13,0.8,-0.7,0,0.1
Darius Garland,PG,21,CLE,21,679,12.9,0.533,0.288,0.104,1.6,6.3,3.8,27,1.4,0.4,14.3,23.1,0.2,0.2,0.4,0.028,-0.2,-1.7,-2,0
Marc Gasol,C,36,LAL,29,579,10.3,0.55,0.57,0.25,4.6,18.5,11.8,11.5,1,5.3,17.8,10.1,0.4,1.2,1.5,0.127,-2.3,2.5,0.2,0.3
Rudy Gay,PF,34,SA,26,572,13.9,0.524,0.434,0.167,4.2,20.6,12.2,10.1,1.5,1.9,9.8,23,-0.1,0.8,0.7,0.058,-0.6,-0.7,-1.3,0.1
Paul George,SF,30,LAC,20,680,23.2,0.662,0.474,0.254,2.2,17.8,10.2,25.7,1.7,1.2,16.4,28.6,1.8,0.8,2.6,0.185,5.7,-0.4,5.4,1.3
Taj Gibson,PF,35,NY,8,109,10.6,0.53,0.25,0.3,10.8,13.2,12,5.2,0.9,2.7,8.1,10,0.1,0.1,0.3,0.117,-3.1,0.2,-2.9,0
Harry Giles,C,22,POR,22,260,11.3,0.486,0.129,0.29,9.8,35.6,22.1,10.2,0.9,3.2,18.6,14.2,0,0.3,0.3,0.061,-4.3,-0.5,-4.7,-0.2
Shai Gilgeous-Alexander,SG,22,OKC,22,741,21.6,0.612,0.311,0.404,2.1,14.4,8.4,33,1.2,1.7,13.5,27.4,1.7,0.8,2.4,0.156,3.6,0,3.5,1
Anthony Gill,PF,28,WSH,10,65,7.9,0.425,0.7,0.4,4.7,26.7,15.3,5.7,2.1,2.7,20.3,9.4,-0.1,0.1,0,0.019,-4.2,-0.1,-4.3,0
Rudy Gobert,C,28,UTAH,29,878,23.2,0.644,0.004,0.676,12.9,33.2,23.5,6.3,0.7,7.1,12.8,18,2.2,2.1,4.3,0.237,1.7,2,3.6,1.3
Brandon Goodwin,PG,25,ATL,22,280,8.1,0.431,0.51,0.235,1.2,9.1,5.2,21.9,1.7,0,9.6,18.9,-0.1,0.2,0,0.006,-3.2,-0.1,-3.4,-0.1
Aaron Gordon,PF,25,DEN,19,552,14.9,0.528,0.394,0.376,6,20.4,12.9,22.5,1.2,2.6,17.6,23.3,-0.1,0.6,0.6,0.05,0.5,0.1,0.6,0.4
Eric Gordon,SG,32,HOU,22,646,16.8,0.612,0.578,0.311,1.1,7,4,15.3,0.9,1.5,11.1,24.9,1,0.6,1.6,0.115,2.1,-1,1.1,0.5
Devonte Graham,PG,25,CHA,25,821,12.1,0.503,0.652,0.229,1.8,8.1,4.9,24.2,1.5,0,9.3,19.5,0.7,0.5,1.2,0.071,-0.5,-1.4,-1.9,0
Jerami Grant,SF,26,DET,28,1017,18.7,0.579,0.373,0.343,2.4,14.3,8.1,14.2,1.1,3.1,7.7,26.5,1.9,0.9,2.7,0.13,3.2,-0.6,2.6,1.1
Danny Green,SF,33,PHI,29,824,9.7,0.55,0.757,0.063,3.9,10,7.1,8,1.8,2.3,14.9,13.7,0.1,0.9,1,0.061,-1.1,-0.1,-1.2,0.2
Draymond Green,PF,30,GS,24,695,10.3,0.431,0.331,0.262,2.1,17.9,10.2,36.2,2.2,1.9,30.3,12.7,-0.1,1.1,1,0.068,-3.3,2.3,-1.1,0.2
JaMychal Green,PF,30,DEN,24,511,14.6,0.585,0.536,0.179,9,24.2,16.6,6.5,1.4,1.3,11.9,18.6,0.7,0.6,1.2,0.116,0.3,-2,-1.7,0
Javonte Green,SG,27,CHI,18,276,12.7,0.595,0.339,0.468,6.7,11.6,9.1,4,3,0.7,12.8,13.3,0.3,0.3,0.6,0.111,-1.4,1,-0.4,0.1
Jeff Green,PF,34,BKN,30,780,12.2,0.647,0.534,0.218,2.1,13.3,8.1,7.2,1.2,0.8,9.6,13.9,1.2,0.4,1.6,0.098,-0.4,-1,-1.4,0.1
Josh Green,SG,20,DAL,17,212,6.4,0.514,0.333,0.306,6.2,14.1,10.1,6.2,0.9,0.4,21.2,10.7,-0.1,0.1,0,0.005,-4.6,-0.6,-5.2,-0.2
Blake Griffin,PF,31,BKN,20,626,10,0.491,0.559,0.279,1.2,18.1,9.3,18.8,1.1,0.3,11.4,19.4,-0.1,0.5,0.4,0.027,-1.5,-1.1,-2.6,-0.1
Kyle Guy,PG,23,SAC,10,79,11.8,0.408,0.5,0.25,4.1,12.6,8.3,21.5,2.4,0,2.7,19.7,0,0,0,0.029,-2.1,-0.8,-3,0
Rui Hachimura,PF,22,WSH,19,555,12.9,0.549,0.255,0.378,4,15.8,9.7,9.9,1,0.3,7.7,18.4,0.6,0.3,0.8,0.071,-1,-2,-3,-0.1
Tyrese Haliburton,PG,20,SAC,25,734,17.5,0.629,0.548,0.071,3.7,9.6,6.6,24.9,2,1.7,14.3,16.7,1.6,0.2,1.7,0.114,2.9,-0.7,2.3,0.8
Josh Hall,SF,20,OKC,7,51,-2.3,0.285,0.444,0.389,2.1,16.1,9.2,18.6,0,0,15.9,21.3,-0.2,0,-0.2,-0.197,-10.6,-3.7,-14.4,-0.2
R.J. Hampton,PG,19,ORL,21,180,7.3,0.473,0.34,0.128,5.6,19.6,12.6,7.2,1.4,1.1,16.8,14.4,-0.1,0.2,0,0.01,-4.8,-0.9,-5.6,-0.2
Tim Hardaway Jr.,SG,28,DAL,27,825,14.2,0.579,0.586,0.181,0.8,10.7,5.7,8,1.1,0.5,6,22,0.9,0.3,1.2,0.067,1.1,-2,-0.9,0.2
James Harden,SG,31,BKN,16,613,24.9,0.668,0.482,0.429,2.5,20.9,12.3,43.7,1.4,1.6,19.2,25.4,2.5,0.5,3,0.235,6.2,0.1,6.4,1.3
Maurice Harkless,SF,27,SAC,10,109,4.6,0.551,0.8,0.2,1.1,7.8,4.6,8.5,0.9,2.8,15.5,5.3,0,0.1,0.1,0.052,-3.1,0.6,-2.5,0
Jared Harper,PG,23,NY,2,5,-11.9,0.532,0,2,0,0,0,0,0,0,51.5,34.3,-0.1,0,0,-0.467,-15,-8.5,-23.5,0
Montrezl Harrell,C,27,LAL,29,714,21.3,0.676,0.017,0.429,10.7,17.7,14.3,6.9,1.4,2.5,11.5,19.6,2.1,1.3,3.4,0.227,1.8,0.5,2.3,0.8
Gary Harris,SG,26,ORL,19,581,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.2,1.4,0.7,7.6,13.7,0.4,0.3,0.7,0.061,-2.1,-1.5,-3.6,-0.2
Jalen Harris,SG,22,TOR,2,4,-10.5,0,0,0,26.7,0,13.8,0,0,0,100,10.7,0,0,0,-0.2,-16.5,-4.8,-21.2,0
Joe Harris,SF,29,BKN,30,928,14.9,0.688,0.631,0.073,2.3,9.9,6.3,8.3,0.8,0.6,7.2,16.3,2.1,0.3,2.4,0.123,2.1,-1.7,0.5,0.6
Tobias Harris,PF,28,PHI,26,896,19.7,0.615,0.27,0.225,4.2,19.9,12.3,14.3,1.1,2.2,10.8,23.2,1.9,1.1,3,0.16,2.9,-0.1,2.8,1.1
Shaquille Harrison,SG,27,DEN,16,54,7,0.393,0.053,0.316,6.2,11.3,8.8,20,1.8,0,18.8,21.2,-0.1,0.1,0,-0.019,-6.4,-1.2,-7.6,-0.1
Josh Hart,SF,25,NO,28,785,12.5,0.577,0.59,0.231,4.1,25.5,14.8,10,1.4,0.7,9.7,12.9,1.1,0.6,1.6,0.099,-0.8,0,-0.8,0.2
Isaiah Hartenstein,C,22,CLE,18,157,19.1,0.568,0,0.491,18.6,18.1,18.4,9.3,2.2,8,17.3,22.4,0.2,0.3,0.5,0.14,-3.6,-0.1,-3.7,-0.1
Jaxson Hayes,C,20,NO,21,246,15.5,0.662,0,0.473,11.7,22.6,17.1,5,1.4,2.9,16.4,13.7,0.5,0.2,0.7,0.13,-2,0,-2,0
Killian Hayes,PG,19,DET,7,148,-1.4,0.334,0.426,0.043,0.7,5.5,3,24.2,0.7,0,26.2,19,-0.6,0,-0.5,-0.176,-9.3,-4.2,-13.6,-0.4
Gordon Hayward,SF,30,CHA,26,922,18.7,0.598,0.313,0.273,2.7,13.9,8.2,17.5,1.5,1.2,10.2,24.9,1.7,0.8,2.5,0.132,2.6,-0.8,1.8,0.9
Juan Hernangomez,PF,25,MIN,13,242,10.5,0.511,0.587,0.187,5.5,24.4,14.4,4.1,1,0.7,6.9,15.1,0.1,0.2,0.2,0.046,-2.2,-2.3,-4.5,-0.2
Willy Hernangomez,C,26,NO,13,222,20.6,0.578,0.076,0.348,17,25,21,9.5,1.3,2.3,6.2,15.6,0.7,0.2,0.8,0.181,1.8,-2,-0.2,0.1
Tyler Herro,SG,21,MIA,20,687,12.1,0.535,0.42,0.169,1.6,18.1,10.3,18.8,0.6,1.5,14.1,23.9,-0.4,0.7,0.3,0.021,-1.2,-1.4,-2.6,-0.1
Buddy Hield,SG,28,SAC,27,940,10.7,0.54,0.736,0.123,1.2,14.1,7.6,11.9,1.2,0.8,11.6,20.7,0.1,0.1,0.2,0.009,-0.7,-2,-2.8,-0.2
George Hill,PG,34,PHI,14,369,16,0.63,0.475,0.208,2.3,5.9,4.1,17.9,1.5,0.5,8.4,16.8,0.8,0.3,1.1,0.137,0.9,-0.5,0.4,0.2
Solomon Hill,PF,29,ATL,28,532,6.4,0.494,0.75,0.083,2.3,10.8,6.6,6.1,1.6,1,10.8,11.2,-0.1,0.4,0.3,0.029,-2.9,0.1,-2.8,-0.1
Nate Hinton,SG,21,DAL,6,19,-6.5,0.288,0.385,0.154,0,0,0,0,2.6,5,12.6,36.6,-0.2,0,-0.2,-0.441,-12.2,-5.6,-17.8,-0.1
Aaron Holiday,PG,24,IND,29,576,7.1,0.464,0.425,0.132,1.2,6.2,3.7,12.6,1.2,0.6,9,19.2,-0.5,0.3,-0.1,-0.012,-4.1,-1.8,-5.9,-0.6
Jrue Holiday,PG,30,MIL,23,747,19.9,0.593,0.371,0.144,4.2,11.2,7.8,22.5,2.8,1.7,10.2,19.9,1.9,0.9,2.8,0.18,2.7,1.1,3.8,1.1
Justin Holiday,SG,31,IND,29,935,12.4,0.628,0.676,0.174,2.5,11.9,7.3,7,1.8,0.9,7.3,13.3,1.3,0.9,2.2,0.114,0.4,0.1,0.5,0.6
Richaun Holmes,C,27,SAC,25,739,18.2,0.677,0.024,0.276,9.1,19.6,14.3,8.8,1.1,4.7,13.9,15.8,1.7,0.4,2.1,0.136,-0.6,-0.1,-0.7,0.2
Rodney Hood,SF,28,TOR,23,436,5,0.427,0.359,0.046,0.9,8.9,4.8,8.7,1.7,0.4,11.9,14.9,-0.6,0.1,-0.4,-0.047,-6.3,-1.7,-8,-0.7
Al Horford,C,34,OKC,19,536,17.6,0.547,0.425,0.073,3.1,22.1,12.7,21.2,1.6,2.6,8.6,22.5,0.4,0.8,1.2,0.106,1.8,1.4,3.2,0.7
Talen Horton-Tucker,SG,20,LAL,25,413,11.7,0.521,0.287,0.187,2.5,13.4,8.1,15.1,2.5,2.5,16,20.3,-0.2,0.8,0.7,0.076,-3.2,1.7,-1.6,0.1
Danuel House,SF,27,HOU,17,474,8.9,0.496,0.604,0.216,2.2,11.7,6.9,10.7,1.3,1.6,9.5,15.1,0,0.6,0.5,0.052,-2.9,-0.2,-3.1,-0.1
Dwight Howard,C,35,PHI,29,483,13.9,0.575,0.073,0.782,18.3,31.8,25.3,5.3,1.2,4.6,26.8,17.6,0,0.9,0.9,0.088,-4.4,-0.7,-5.1,-0.4
Markus Howard,SG,21,DEN,14,48,-6.4,0.259,0.724,0,0,11.8,5.9,13.8,2.1,0,12.1,29.9,-0.3,0,-0.3,-0.31,-14.4,-5.5,-20,-0.2
Kevin Huerter,SG,22,ATL,28,890,11.9,0.539,0.537,0.08,2.5,9.8,6.2,17.8,1.9,0.5,10.4,16.6,0.7,0.6,1.4,0.075,-0.4,0.1,-0.3,0.4
Elijah Hughes,SF,22,UTAH,6,27,9.8,0.477,0.667,0.267,0,15,7.9,16.7,1.8,3,19.3,33,-0.1,0,0,-0.059,-3.2,-1.3,-4.5,0
DeAndre Hunter,SF,23,ATL,18,579,17.5,0.64,0.39,0.348,3,14.9,9,10.9,1.4,1.3,9.4,19.6,1.3,0.5,1.8,0.151,2.2,0.3,2.5,0.7
Chandler Hutchison,SF,24,WSH,7,64,0.5,0.344,0.167,0.111,1.8,32.4,17.4,7.8,0.7,0,20.9,15.8,-0.2,0.1,-0.1,-0.104,-9.4,-1.5,-10.9,-0.1
Serge Ibaka,C,31,LAC,29,701,18.2,0.593,0.287,0.164,9.1,21.5,15.5,10.6,0.5,4.6,11.7,20.5,1.2,0.9,2.1,0.143,1.1,-0.9,0.2,0.4
Andre Iguodala,SF,37,MIA,26,552,8.9,0.492,0.766,0.099,2.8,15.6,9.6,15.4,2.4,2.2,18.9,11.5,-0.2,0.8,0.6,0.053,-2.5,2.1,-0.4,0.2
Joe Ingles,SF,33,UTAH,25,665,16.7,0.694,0.675,0.173,1.8,11.6,6.9,25.2,0.7,0.6,16.2,16.3,2,0.8,2.7,0.198,3.3,0.8,4.1,1
Brandon Ingram,SF,23,NO,28,974,20.4,0.592,0.356,0.308,1.9,15.2,8.5,21.6,0.9,2.8,11,27.4,2.3,0.5,2.8,0.137,4.3,-1.2,3.1,1.2
Kyrie Irving,PG,28,BKN,20,707,25.3,0.647,0.346,0.213,3,11.1,7.3,26.6,1.4,1.7,9.9,29.6,2.6,0.4,3,0.203,6.1,-0.8,5.3,1.3
Wesley Iwundu,SF,26,NO,17,232,3.6,0.367,0.5,0.217,2.4,13.3,7.8,4.4,1.5,0.8,7.4,10.3,-0.3,0.1,-0.1,-0.028,-6.2,-0.2,-6.4,-0.3
Frank Jackson,PG,22,DET,7,39,1.5,0.344,0.625,0,0,15,7.2,30,1.3,0,20,22.2,-0.1,0,-0.1,-0.143,-7,-2.2,-9.2,-0.1
Josh Jackson,SG,23,DET,26,627,12.2,0.53,0.42,0.325,3.3,15.9,9.3,13.3,2,3.5,16.5,25.9,-0.7,0.7,0.1,0.005,-2.2,-0.2,-2.4,-0.1
Justin Jackson,SF,25,MIL,18,324,12.1,0.569,0.509,0.155,2.6,11.1,6.9,15.6,1,0.3,12.7,19,0.2,0.3,0.4,0.06,-1.2,-0.6,-1.8,0
Reggie Jackson,SG,30,LAC,27,562,13.3,0.534,0.462,0.196,1.9,12.4,7.3,21.8,1.6,0.5,10.7,19,0.7,0.5,1.2,0.103,-0.9,-0.7,-1.6,0.1
Justin James,SF,24,SAC,8,50,6.6,0.36,0.267,0.467,4.3,11.1,7.7,7.9,1,1.7,0,15.4,-0.1,0,-0.1,-0.063,-4.3,-3.6,-7.9,-0.1
LeBron James,PG,36,LAL,29,1006,24.2,0.6,0.355,0.318,2,23.6,13.2,38.4,1.4,1.3,14.8,31.4,2.3,1.9,4.2,0.2,5.8,1.3,7.2,2.3
DaQuan Jeffries,SG,23,HOU,3,41,3.5,0.25,0.5,0,5.3,10.8,8,6.1,3.5,4.1,14.3,14.6,-0.1,0,-0.1,-0.123,-7.7,-1.1,-8.9,-0.1
Isaiah Joe,SG,21,PHI,16,212,10.3,0.546,0.789,0.07,2.1,7.5,4.9,9.6,1.3,1.7,6.4,15.6,0.2,0.2,0.4,0.09,-1.4,-0.6,-2,0
Cameron Johnson,PF,24,PHX,27,686,13.2,0.588,0.687,0.133,2.8,12.8,7.9,8.3,1.2,1,7.8,17.5,0.8,0.7,1.5,0.105,1.1,-0.4,0.7,0.5
James Johnson,PF,33,NO,23,424,12.3,0.55,0.407,0.195,2.8,15.6,9.2,12.4,2.3,4.3,15.8,16.4,0,0.5,0.5,0.052,-2,1.9,-0.1,0.2
Keldon Johnson,SF,21,SA,27,812,15.3,0.556,0.26,0.321,5.8,18.5,12,10.9,1.2,1.5,10.2,20.7,0.7,1,1.7,0.101,-0.3,-0.7,-1,0.2
Stanley Johnson,PF,24,TOR,25,368,9.6,0.558,0.597,0.226,4.1,15.2,9.5,12.7,2.7,2.2,20.9,10,0.2,0.5,0.6,0.084,-2.5,2,-0.5,0.1
Tyler Johnson,SG,28,BKN,13,159,11.1,0.616,0.681,0.043,1.5,8.7,5.3,9,1.2,0,7.7,14.1,0.2,0,0.3,0.079,-0.7,-1.6,-2.3,0
Nikola Jokic,C,25,DEN,28,1006,31.4,0.656,0.207,0.3,9.3,25.9,17.5,40.6,2.2,1.7,14.1,29.4,4.9,1.4,6.3,0.3,9.1,2.3,11.4,3.4
Damian Jones,C,25,SAC,11,78,3.9,0.466,0.1,0.9,10.2,12.5,11.4,0,0.6,5.7,26.4,10.9,-0.1,0.1,0,0.019,-8.7,0.2,-8.5,-0.1
Derrick Jones Jr.,SF,23,POR,24,650,11.3,0.556,0.434,0.343,6.9,11.8,9.3,3.5,1.5,3.2,8.9,11.9,0.7,0.4,1.1,0.078,-2.3,-0.5,-2.8,-0.1
Mason Jones,SG,22,PHI,18,201,11.8,0.584,0.569,0.431,1.6,17.6,9.5,18.3,1.4,0,19.7,22.6,-0.1,0.2,0.2,0.046,-1.9,-0.7,-2.6,0
Tre Jones,PG,21,SA,9,27,19.6,0.634,0.083,0.417,14.9,0,7.7,5.8,0,0,12.3,25.7,0.1,0,0.1,0.151,2.7,-4.3,-1.5,0
Tyus Jones,PG,24,MEM,24,565,14.2,0.466,0.354,0.078,2.8,10.2,6.4,30.5,2.7,0.5,10.4,16.7,0.4,0.5,1,0.083,-0.8,0.3,-0.6,0.2
